name,url,remote_testing,adaptive,duration,test_types,description,downloads
SVAR - Spoken English (Indian Accent)  (New),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-english-indian-accent-new/,Yes,No,,Simulations,"An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.
 
Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",Product Flyer: https://service.shl.com/docs/Language Assessment Flyer.pdf
SVAR - Spoken English (U.K.),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-english-u-k/,Yes,No,,Simulations,"An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.
 
Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",Sample Report: https://service.shl.com/docs/SVAR TC Sample Report.pdf | Fact Sheet: https://service.shl.com/docs/SVAR - Spoken English (U.K.).pdf
SVAR - Spoken English (US)  (New),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-english-us-new/,Yes,No,,Simulations,"An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.
 
Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",Product Flyer: https://service.shl.com/docs/Language Assessment Flyer.pdf | Fact Sheet: https://service.shl.com/docs/SVAR - Spoken English (U.S.).pdf
SVAR - Spoken French (Canadian) (New),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-french-canadian-new/,Yes,No,,Simulations,"Test automatisé de français parlé qui évalue l'aisance, la prononciation, l'écoute active, le vocabulaire, la grammaire, et la compréhension du français parlé.

 
Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",Product Flyer: https://service.shl.com/docs/Language Assessment Flyer.pdf | Fact Sheet: https://service.shl.com/docs/SVAR - Spoken French (Canadian).pdf
SVAR - Spoken French (European) (New),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-french-european-new/,Yes,No,,Simulations,"Test automatisé de français parlé qui évalue l'aisance, la prononciation, l'écoute active, le vocabulaire, la grammaire, et la compréhension du français parlé.
 
Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",Product Flyer: https://service.shl.com/docs/Language Assessment Flyer.pdf | Fact Sheet: https://service.shl.com/docs/SVAR - Spoken French (European).pdf
SVAR - Spoken Spanish (Castilian) (New),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-spanish-castilian-new/,Yes,No,,Simulations,"Test automatizado de español oral que mide la fluidez, la pronunciación, la escucha activa, el vocabulario, la gramática y la comprensión oral del español.
 
Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",Product Flyer: https://service.shl.com/docs/Language Assessment Flyer.pdf | Fact Sheet: https://service.shl.com/docs/SVAR Spoken Spanish (Castilian).pdf
SVAR - Spoken Spanish (North American) (New),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-spanish-north-american-new/,Yes,No,,Simulations,"Test automatizado de español oral que mide la fluidez, la pronunciación, la escucha activa, el vocabulario, la gramática y la comprensión oral del español.

 
Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",Product Flyer: https://service.shl.com/docs/Language Assessment Flyer.pdf | Fact Sheet: https://service.shl.com/docs/SVAR Spoken Spanish (North  American).pdf
Swing (New),https://www.shl.com/solutions/products/product-catalog/view/swing-new/,Yes,No,4 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge of components, containers, layouts and event handling in Swing.",Product Fact Sheet: https://service.shl.com/docs/Swing (New).pdf
Tableau (New),https://www.shl.com/solutions/products/product-catalog/view/tableau-new/,Yes,No,8 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge of how to use Tableau to prepare tables, create visualizations, perform calculations, apply filters and carry out forecasting.",Product Fact Sheet: https://service.shl.com/docs/Tableau (New).pdf
Telecommunications Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/telecommunications-engineering-new/,Yes,No,7 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge of analog communication, digital communication, electromagnetism and microwave engineering.",Product Fact Sheet: https://service.shl.com/docs/Telecommunications Engineering (New).pdf | Sample Report: https://service.shl.com/docs/SHL Telecommunications Engineering (New) Sample Report.pdf
Teradata Development (New),https://www.shl.com/solutions/products/product-catalog/view/teradata-development-new/,Yes,No,9 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge on Teradata concepts of RDBMS components, performance availability features, utilities, workload management, basic extensions, logical expressions, subqueries, SQL optimization, physical database design, table partitioning, query analysis and indexes.",Product Fact Sheet: https://service.shl.com/docs/Teradata Development (New).pdf
Time Management (U.S.),https://www.shl.com/solutions/products/product-catalog/view/time-management-u-s/,Yes,Yes,15 minutes,Knowledge & Skills,"This is an adaptive test that measures the candidate's knowledge of how to use time wisely in the workplace. It is designed for the average business worker and covers the following topics: Action Plans, Controlling, Decision Making, Organizing, Planning, Scheduling, Time Usage, and Time Wasters.",Product Fact Sheet: https://service.shl.com/docs/BB_Fact_Sheet_TimeManagement_US.pdf
Training Development,https://www.shl.com/solutions/products/product-catalog/view/training-development/,Yes,Yes,15 minutes,Knowledge & Skills,"The Training Development test measures knowledge of developing and delivering training programs. Designed for experienced trainers, this test covers the following topics: Analysis Methods, Audience Analysis, Design Materials, Design Strategy, Developing Instructional Materials, General Knowledge, Media, Project Management Plan, Purpose of Training, Training Delivery, and Writing Instructional Objectives.",Product Fact Sheet: https://service.shl.com/docs/BB_Fact_Sheet_TrainingDevelopment.pdf
Typing (New),https://www.shl.com/solutions/products/product-catalog/view/typing-new/,Yes,No,2 minutes,Simulations,Typing based test that evaluates typing speed and accuracy.,Product Fact Sheet: https://service.shl.com/docs/Typing (New).pdf
UiPath RPA Development (New),https://www.shl.com/solutions/products/product-catalog/view/uipath-rpa-development-new/,Yes,No,8 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge on UiPath architecture, workflows recording, UI interaction, automation, and orchestrator.",Product Fact Sheet: https://service.shl.com/docs/UiPath RPA Development (New).pdf
Universal Competency Framework Interview Guide,https://www.shl.com/solutions/products/product-catalog/view/universal-competency-framework-interview-guide/,Yes,No,,"Competencies, Personality & Behavior","The UCF Interview Guide provides a structured way of gathering information about each candidate and their competency potential across the 20 UCF Dimensions.

NOTE: Simplified Chinese Guide is available from local office; Portuguese Guide is available from Distributor",
Universal Competency Framework Job profiling guide,https://www.shl.com/solutions/products/product-catalog/view/universal-competency-framework-job-profiling-guide/,Yes,No,,"Competencies, Personality & Behavior","The SHL Universal Competency Framework establishes a common language for competencies that underpins SHL’s products and services. It is a single underlying construct framework that provides a rational, consistent and practical basis for the purpose of understanding people’s behaviours at work and the likelihood of being able to succeed in a given role and in a given environment",
Universal Competency Framework Profiler Cards (44),https://www.shl.com/solutions/products/product-catalog/view/universal-competency-framework-profiler-cards-44/,Yes,No,,"Competencies, Personality & Behavior","The UCF sets out the key behaviours that drive performance using a standard, proven hierarchy that can be applied to virtually any job at any level, in any organisation around the world.",
UNIX (New),https://www.shl.com/solutions/products/product-catalog/view/unix-new/,Yes,No,9 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge on the concepts of UNIX commands, file system, file handling, regular expression, awk programming and shell programming.",Product Fact Sheet: https://service.shl.com/docs/UNIX (New).pdf
VB.NET (New),https://www.shl.com/solutions/products/product-catalog/view/vb-net-new/,Yes,No,10 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge on the concepts of VB.NET assemblies, OOPs concepts, ADO.NET, multithreading, exception handling and GUI.",Product Fact Sheet: https://service.shl.com/docs/VB.NET (New).pdf
Verify - Deductive Reasoning,https://www.shl.com/solutions/products/product-catalog/view/verify-deductive-reasoning/,Yes,Yes,20 minutes,Ability & Aptitude,"The Verify Deductive Reasoning Test is an online ability assessment that can be used to support both pre- and post-hire assessment processes. It enables organisations to recruit and develop candidates applying for jobs at all levels that require deductive reasoning ability.

The Deductive Reasoning Test is a new test in the SHL Verify range of ability tests, and measures the ability to:
•	draw logical conclusions based on information provided
•	identify strengths and weaknesses of arguments
•	complete scenarios using incomplete information

The test is 18 minutes long, has 20 items and is designed to provide an indication of how an individual will perform when asked to develop solutions when presented with information and draw sound conclusions from data.  

This form of reasoning is commonly required to support work and decision-making in many different types of jobs and at many levels. Sample tasks for jobs that may require deductive reasoning include, but are not limited to:
•	evaluate arguments
•	analyse scenarios
•	draw logical conclusions",Product fact sheet: https://service.shl.com/docs/Verify_Deductive Reasoning_Fact Sheet.pdf
Verify - Following Instructions,https://www.shl.com/solutions/products/product-catalog/view/verify-following-instructions/,Yes,No,8 minutes,Ability & Aptitude,This test measures a candidate's ability to follow detailed instructions and then select the correct course of action. Candidates are presented with a set of rules and need to choose the appropriate response for various situations based on the rules given.,Product Fact Sheet: https://service.shl.com/docs/Fact Sheet_Verify Following Instructions.pdf
Verify - G+,https://www.shl.com/solutions/products/product-catalog/view/verify-g/,Yes,Yes,36 minutes,Ability & Aptitude,"The G+ test is part of the Verify suite of cognitive ability tests. The test is designed to measure three types of ability: Numerical, Deductive, and Inductive. There are 30 questions in the test, with 10 questions for each of the three abilities measured. Sample tasks for jobs that may require these abilities include, but are not limited to: evaluating arguments, analyzing scenarios, working with data, doing mathematical computations, interpreting graphs and tables, and drawing logical conclusions. The G+ test, due to its adaptive nature, is appropriate for all job levels and roles.",Product Fact Sheet: https://service.shl.com/docs/Verify_G plus_Fact_Sheet.pdf | Product Fact Sheet: https://service.shl.com/docs/Verify G plus Fact Sheet - Simplified Chinese.pdf | Product Fact Sheet: https://service.shl.com/docs/Verify G plus Fact Sheet - Danish.pdf | Product Fact Sheet: https://service.shl.com/docs/Verify G plus Fact Sheet - Dutch.pdf | Product Fact Sheet: https://service.shl.com/docs/Verify G plus Fact Sheet - Finnish.pdf | Product Fact Sheet: https://service.shl.com/docs/Verify G plus Fact Sheet - French.pdf | Product Fact Sheet: https://service.shl.com/docs/Verify G plus Fact Sheet - German.pdf | Product Fact Sheet: https://service.shl.com/docs/Verify G plus Fact Sheet - Italian.pdf | Product Fact Sheet: https://service.shl.com/docs/Verify G plus Fact Sheet - Norwegian.pdf | Product Fact Sheet: https://service.shl.com/docs/Verify G plus Fact Sheet - Swedish.pdf
Verify - General Ability Screen,https://www.shl.com/solutions/products/product-catalog/view/verify-general-ability-screen/,Yes,Yes,10 minutes,Ability & Aptitude,"The General Ability Screen is a first for us – a measure of general mental ability or ‘g’ .
Targeted at ‘entry-level’ roles, General Ability Screen is intended to precede other measures to provide process efficiency, and to ensure candidates experience the most positive possible assessment process, by being quick, fair and available as an online test 24/7/365. 
As the name suggests, the test is designed to be used in screening or sifting processes",Product Fact Sheet: https://service.shl.com/docs/Verify General Ability Screen Fact Sheet.pdf
Verify - Inductive Reasoning (2014),https://www.shl.com/solutions/products/product-catalog/view/verify-inductive-reasoning-2014/,Yes,Yes,24 minutes,Ability & Aptitude,"Inductive Reasoning is a test used for job candidates applying to jobs at all levels that require logical reasoning ability. Sample tasks for jobs that may require inductive reasoning include, but are not limited to dealing with new concepts and approaches, answering questions of ‘why’ and ‘how’ and resolving complex and ambiguous problems. Potential job titles that use this ability are Senior Sales, Product/Service Development, Research and Development.",Product Fact Sheet: https://service.shl.com/docs/Verify_Inductive_Reasoning_Fact_Sheet_NG.pdf
Verify - Numerical Ability,https://www.shl.com/solutions/products/product-catalog/view/verify-numerical-ability/,Yes,Yes,20 minutes,Ability & Aptitude,"The next-generation Verify Numerical Ability Test provides a replacement for the existing Numerical Reasoning test in our Verify range of ability tests and the Global Cognitive Index – Adaptive Quantitative test, and measures the ability to:
•	Derive the numerical problem from a written problem
•	Calculate the answer to numerical equations
•	Work with numerical data in a realistic workplace context

The test is 20 minutes long, has 16 items and is designed to provide an indication of how an individual will perform when asked to work with numerical information or statistical details.",Product Fact Sheet: https://service.shl.com/docs/Verify_Numerical_Ability_Fact_Sheet.pdf
Verify - Technical Checking - Next Generation,https://www.shl.com/solutions/products/product-catalog/view/verify-technical-checking-next-generation/,Yes,No,5 minutes,Ability & Aptitude,"The Technical Checking assessment is part of the Verify suite of cognitive ability assessments. Technical Checking measures perceptual speed and accuracy. This assessment requires examinees to quickly and accurately match symbols and switches based on a given set of rules. The Technical Checking assessment is mostly non-verbal and features shapes and figures. As with all assessments included in the Verify suite, the Technical Checking assessment allows organizations to assess this aspect of cognitive ability in an unproctored setting. This assessment is appropriate for all job levels and job titles, but is especially relevant for jobs that require the ability to quickly assess the accuracy of information against a set of rules.",
Verify - Verbal Ability - Next Generation,https://www.shl.com/solutions/products/product-catalog/view/verify-verbal-ability-next-generation/,Yes,Yes,15 minutes,Ability & Aptitude,"The Verbal Ability test measures the ability to read written passages and comprehend the text, interpret tone and author intent, identify main ideas, and predict author responses. Sample tasks for jobs that may require verbal ability include, but are not limited to: working with reports, correspondence, instructions, and research information. The Verbal Ability test, due to its adaptive nature, is appropriate for all job levels and roles.",Product Fact Sheet: https://service.shl.com/docs/Fact Sheet - Verify - Verbal Ability.pdf
Verify - Working with Information,https://www.shl.com/solutions/products/product-catalog/view/verify-working-with-information/,Yes,No,10 minutes,Ability & Aptitude,This test measures a candidate's ability to process information. Candidates are given information in different table formats and are asked to use the information provided to answer related questions.,Product Fact Sheet: https://service.shl.com/docs/Fact Sheet_Verify Working with Information.pdf | Sample Report: https://service.shl.com/docs/Sample Working with Information Detailed Report.pdf
Verify G+ - Ability Test Report,https://www.shl.com/solutions/products/product-catalog/view/verify-g-ability-test-report/,Yes,No,,Ability & Aptitude,"The SHL Verify G+ Ability Test Report provides the candidate's overall General Ability score alongside scores on Numerical, Deductive and Inductive Reasoning, using the comparison group selected by the user.",Sample Report: https://service.shl.com/docs/Verify G%2B Ability Report International English.pdf | Sample Report: https://service.shl.com/docs/Verify G%2B Ability Report French Canadian.pdf | Sample Report: https://service.shl.com/docs/Verify G%2B Ability Report North American Spanish.pdf | Sample Report: https://service.shl.com/docs/Verify G%2B Ability Report US English.pdf | Sample Report: https://service.shl.com/docs/Verify G%2B Ability Report Arabic.pdf | Sample Report: https://service.shl.com/docs/Verify G%2B Ability Report Chinese Traditional.pdf | Sample Report: https://service.shl.com/docs/Verify G%2B Ability Report Chinese Simplified.pdf | Sample Report: https://service.shl.com/docs/Verify G%2B Ability Report Indonesian.pdf | Sample Report: https://service.shl.com/docs/Verify G%2B Ability Report Japanese.pdf | Sample Report: https://service.shl.com/docs/Verify G%2B Ability Report Korean.pdf | Sample Report: https://service.shl.com/docs/Verify G%2B Ability Report Czech.pdf | Sample Report: https://service.shl.com/docs/Verify G%2B Ability Report Danish.pdf | Sample Report: https://service.shl.com/docs/Verify G%2B Ability Report Dutch.pdf | Sample Report: https://service.shl.com/docs/Verify G%2B Ability Report Finnish.pdf | Sample Report: https://service.shl.com/docs/Verify G%2B Ability Report French.pdf | Sample Report: https://service.shl.com/docs/Verify G%2B Ability Report German.pdf | Sample Report: https://service.shl.com/docs/Verify G%2B Ability Report Greek.pdf | Sample Report: https://service.shl.com/docs/Verify G%2B Ability Report Hungarian.pdf | Sample Report: https://service.shl.com/docs/Verify G%2B Ability Report Italian.pdf | Sample Report: https://service.shl.com/docs/Verify G%2B Ability Report Norwegian.pdf | Sample Report: https://service.shl.com/docs/Verify G%2B Ability Report Polish.pdf | Sample Report: https://service.shl.com/docs/Verify G%2B Ability Report Portugese.pdf | Sample Report: https://service.shl.com/docs/Verify G%2B Ability Report Romanian.pdf | Sample Report: https://service.shl.com/docs/Verify G%2B Ability Report Russian.pdf | Sample Report: https://service.shl.com/docs/Verify G%2B Ability Report Serbian.pdf | Sample Report: https://service.shl.com/docs/Verify G%2B Ability Report Slovak.pdf | Sample Report: https://service.shl.com/docs/Verify G%2B Ability Report Spanish.pdf | Sample Report: https://service.shl.com/docs/Verify G%2B Ability Report Swedish.pdf | Sample Report: https://service.shl.com/docs/Verify G%2B Ability Report Turkish.pdf | Sample Report: https://service.shl.com/docs/Verify G%2B Ability Report Brazil Portugese.pdf | Sample Report: https://service.shl.com/docs/Verify G%2B Ability Report Thai.pdf
Verify G+ - Candidate Report,https://www.shl.com/solutions/products/product-catalog/view/verify-g-candidate-report/,Yes,No,,Ability & Aptitude,"The SHL Verify G+ Ability Candidate Report provides the candidate with feedback on their Numerical, Deductive and Inductive Reasoning results. It does not include the overall score, as it is intended for feedback and developmental purposes. The report focuses on how the candidate can improve their abilities in each area (deductive, inductive, and numerical). Please note: language availability for the G+ Candidate Report is currently more limited than for the manger-facing G+ Ability Report.",Sample Report: https://service.shl.com/docs/Verify G%2B Candidate Report English International.pdf | Sample Report: https://service.shl.com/docs/Verify G%2B Candidate Report English US.pdf | Sample Report: https://service.shl.com/docs/Verify G%2B Candidate Report Chinese Simplified.pdf | Sample Report: https://service.shl.com/docs/Verify G%2B Candidate Report Danish.pdf | Sample Report: https://service.shl.com/docs/Verify G%2B Candidate Report Dutch.pdf | Sample Report: https://service.shl.com/docs/Verify G%2B Candidate Report Finnish.pdf | Sample Report: https://service.shl.com/docs/Verify G%2B Candidate Report French.pdf | Sample Report: https://service.shl.com/docs/Verify G%2B Candidate Report German.pdf | Sample Report: https://service.shl.com/docs/Verify G%2B Candidate Report Polish.pdf
Verify Interactive Ability Report,https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-ability-report/,Yes,No,,Ability & Aptitude,Verify Interactive Ability Report,Sample Report DNI: https://service.shl.com/docs/Verify Interactive Ability Report DNI UKE.pdf | Sample Report NC: https://service.shl.com/docs/Verify Interactive Ability Report Numerical Calculation UKE .pdf | Sample Report DNI: https://service.shl.com/docs/Verify Interactive Ability Report DNI USE.pdf | Sample Report NC: https://service.shl.com/docs/Verify Interactive Ability Report Numerical Calculation.USE.pdf | Sample Report: https://service.shl.com/docs/Sample_VerifyInteractiveReport_8140055 (1).pdf | Sample Report: https://service.shl.com/docs/Verify Interactive Ability Report DNI ARB.pdf | Sample Report DNI: https://service.shl.com/docs/Verify Interactive Ability Report DNI CHS.pdf | Sample Report NC: https://service.shl.com/docs/Verify Interactive Ability Report Numerical Calculation CHS.pdf | Sample Report DNI: https://service.shl.com/docs/Verify Interactive Ability Report - Danish.pdf | Sample Report DNI: https://service.shl.com/docs/Verify Interactive Ability Report DNI NED.pdf | Sample Report NC: https://service.shl.com/docs/Verify Interactive Ability Report Numerical Calculation Dutch.pdf | Sample Report DNI: https://service.shl.com/docs/Verify Interactive Ability Report - Estonian.pdf | Sample Report DNI: https://service.shl.com/docs/Verify Interactive Ability Report - Finnish.pdf | Sample Report DNI: https://service.shl.com/docs/Verify Interactive Ability Report DNI FRA.pdf | Sample Report NC: https://service.shl.com/docs/Verify Interactive Ability Report Numerical Calculation French.pdf | Sample Report DNI: https://service.shl.com/docs/Verify Interactive Ability Report DNI DEU.pdf | Sample Report NC: https://service.shl.com/docs/Verify Interactive Ability Report Numerical Calculation German.pdf | Sample Report DNI: https://service.shl.com/docs/Verify Interactive Ability Report DNI ITA.pdf | Sample Report NC: https://service.shl.com/docs/Verify Interactive Ability Report Numerical Calculation Italian.pdf | Sample Report DNI: https://service.shl.com/docs/Verify Interactive Ability Report - Latvian.pdf | Sample Report DNI: https://service.shl.com/docs/Verify Interactive Ability Report - Lithuanian.pdf | Sample Report DNI: https://service.shl.com/docs/Verify Interactive Ability Report - Norwegian.pdf | Sample Report NC: https://service.shl.com/docs/10. Verify Interactive Ability Report Numerical Calculation NOR.pdf | Sample Report DNI: https://service.shl.com/docs/Verify Interactive Ability Report - Swedish.pdf
Verify Interactive G+ Candidate Report,https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-g-candidate-report/,Yes,No,,Ability & Aptitude,Verify Interactive G+ Candidate Report,Sample Report: https://service.shl.com/docs/VI G%2B Candidate Report UKE.pdf | Sample Report: https://service.shl.com/docs/VI G%2B Candidate Report North American Spanish.pdf | Sample Report: https://service.shl.com/docs/VI G%2B Candidate Report US English.pdf | Sample Report: https://service.shl.com/docs/VI G%2B Candidate Report CHT.pdf | Sample Report: https://service.shl.com/docs/VI G%2B Candidate Report CHS.pdf | Sample Report: https://service.shl.com/docs/VI G%2B Candidate Report Japanese.pdf | Sample Report: https://service.shl.com/docs/VI G%2B Candidate Report Czech.pdf | Sample Report: https://service.shl.com/docs/VI G%2B Candidate Report Danish.pdf | Sample Report: https://service.shl.com/docs/VI G%2B Candidate Report Dutch.pdf | Sample Report: https://service.shl.com/docs/VI G%2B Candidate Report Finnish.pdf | Sample Report: https://service.shl.com/docs/VI G%2B Candidate Report French.pdf | Sample Report: https://service.shl.com/docs/VI G%2B Candidate Report German.pdf | Sample Report: https://service.shl.com/docs/VI G%2B Candidate Report Greek.pdf | Sample Report: https://service.shl.com/docs/VI G%2B Candidate Report Hungarian.pdf | Sample Report: https://service.shl.com/docs/VI G%2B Candidate Report Norwegian.pdf | Sample Report: https://service.shl.com/docs/VI G%2B Candidate Report Polish.pdf | Sample Report: https://service.shl.com/docs/VI G%2B Candidate Report Portuguese.pdf | Sample Report: https://service.shl.com/docs/VI G%2B Candidate Report Romanian.pdf | Sample Report: https://service.shl.com/docs/VI G%2B Candidate Report Russian.pdf | Sample Report: https://service.shl.com/docs/VI G%2B Candidate Report Serbian.pdf | Sample Report: https://service.shl.com/docs/VI G%2B Candidate Report Spanish.pdf | Sample Report: https://service.shl.com/docs/VI G%2B Candidate Report Portuguese (Brazil).pdf
Verify Interactive G+ Report,https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-g-report/,Yes,No,,Ability & Aptitude,Report for Verify Interactive G+,Sample Report: https://service.shl.com/docs/Verify Interactive G Plus Ability Report UKE.pdf | Sample Report: https://service.shl.com/docs/Verify Interactive G Plus Ability Report French (Canadian).pdf | Sample Report: https://service.shl.com/docs/Verify Interactive G Plus Ability Report North American Spanish.pdf | Sample Report: https://service.shl.com/docs/Verify Interactive G Plus Ability Report USE.pdf | Sample Report: https://service.shl.com/docs/Sample_Candidate_sample@candidate2.szz_VerifyInteractiveG%2BReport_1003303.pdf | Sample Report: https://service.shl.com/docs/Sample_Candidate_sample.candidate1234@shl.com_VerifyInteractiveG%2BReport_7468094.pdf | Sample Report: https://service.shl.com/docs/Verify Interactive G Plus Ability Report Chinese_(Traditional).pdf | Sample Report: https://service.shl.com/docs/Verify Interactive G Plus Ability Report Chinese_(simplified).pdf | Sample Report: https://service.shl.com/docs/Verify Interactive G Plus Ability Report Indonesian.pdf | Sample Report: https://service.shl.com/docs/Verify Interactive G Plus Ability Report Japanese.pdf | Sample Report: https://service.shl.com/docs/Verify Interactive G Plus Ability Report Dutch.pdf | Sample Report: https://service.shl.com/docs/Verify Interactive G Plus Ability Report Finnish.pdf | Sample Report: https://service.shl.com/docs/SampleReport_VerifyInteractiveG%2BReport_FRA.pdf | Sample Report: https://service.shl.com/docs/Verify Interactive G Plus Ability Report German.pdf | Sample Report: https://service.shl.com/docs/Verify Interactive G Plus Ability Report Greek.pdf | Sample Report: https://service.shl.com/docs/Verify Interactive G Plus Ability Report Hungarian.pdf | Sample Report: https://service.shl.com/docs/Verify Interactive G Plus Ability Report Italian.pdf | Sample Report: https://service.shl.com/docs/Verify Interactive G Plus Ability Report Norwegian.pdf | Sample Report: https://service.shl.com/docs/Verify Interactive G Plus Ability Report Polish.pdf | Sample Report: https://service.shl.com/docs/Verify Interactive G Plus Ability Report Portugese.pdf | Sample Report: https://service.shl.com/docs/Verify Interactive G Plus Ability Report Romanian.pdf | Sample Report: https://service.shl.com/docs/Verify Interactive G Plus Ability Report Russian.pdf | Sample Report: https://service.shl.com/docs/Verify Interactive G Plus Ability Report Serbian.pdf | Sample Report: https://service.shl.com/docs/Verify Interactive G Plus Ability Report Slovak.pdf | Sample Report: https://service.shl.com/docs/Verify Interactive G Plus Ability Report Spanish.pdf | Sample Report: https://service.shl.com/docs/Verify Interactive G Plus Ability Report Swedish.pdf | Sample Report: https://service.shl.com/docs/Verify Interactive G Plus Ability Report Turkish.pdf | Sample Report: https://service.shl.com/docs/Verify Interactive G Plus Ability Report Portugese (Brazil).pdf | Sample Report: https://service.shl.com/docs/Verify Interactive G Plus Ability Report Thai.pdf
Verify Interactive Process Monitoring,https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-process-monitoring/,Yes,No,18 minutes,Ability & Aptitude,"The SHL Verify Range of Ability Tests is a suite of cognitive ability assessments appropriate for candidates at a wide range of job levels. The SHL Process Monitoring assessment is designed for candidates in a wide range of industries where following processes, ensuring vigilance and maintaining machinery are important aspects of the job role. It measures candidates' ability to respond in a timely manner to instrument feedback and monitor variations in a production process in order to maintain the process within specified safe control limits.",Fact Sheet: https://service.shl.com/docs/Verify Interactive Process Monitoring Fact Sheet.pdf | Detailed Report: https://service.shl.com/docs/Verify Interactive Process Monitoring Detailed Report US English.pdf | Candidate Report: https://service.shl.com/docs/Verify Interactive Process Monitoring Candidate Report US English.pdf
Virtual Assessment and Development Centers,https://www.shl.com/solutions/products/product-catalog/view/virtual-assessment-and-development-centers/,Yes,No,,Personality & Behavior,"SHL’s innovative virtual assessment centers wow new hires or existing employees and show how you invest in your people. They are a highly engaging experience, inclusive and packed with predictive power to undercover potential.

SHL’s virtual assessment and development center platform is packaged with features to support your candidates, assessors and center administrators.

Deliver a full range of assessment center exercises, from inbox simulations and written analysis, through coaching and role-play with preparation materials and one to one live virtual interactions, to assigned or unassigned role group exercises. Exercises are available across a range of job levels and industry scenarios

Want to find out more or book a demo? Visit https://www.shl.com/en/solutions/virtual/virtual-assessment-development-center/
 
Language Availability for the candidate and assessor simulation interface is shown in the list below.
 
Language Availability for the live interactions interface (Smart Interview Live) is currently:  English US, Japanese, Simplified Chinese, Spanish, Portuguese, Brazilian Portuguese, French, Canadian French, Italian, Dutch, Latin American Spanish, Romanian, Indonesian, German, Greek.",
Visual Basic for Applications (New),https://www.shl.com/solutions/products/product-catalog/view/visual-basic-for-applications-new/,Yes,No,7 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge of VBA programming constructs, forms, controls and VBA security.",Product Fact Sheet: https://service.shl.com/docs/Visual Basic for Applications (New).pdf
Visual Comparison - UK,https://www.shl.com/solutions/products/product-catalog/view/visual-comparison-uk/,Yes,No,5 minutes,Knowledge & Skills,This assessment measures ability to efficiently compare information and detect errors. The test taker is required to examine four pairs of numbers and select the set of numbers that are notidentical.,Product Fact Sheet: https://service.shl.com/docs/Fact Sheet_Visual_Comparison_UKE.pdf
Visual Comparison - US,https://www.shl.com/solutions/products/product-catalog/view/visual-comparison-us/,Yes,No,5 minutes,Knowledge & Skills,This assessment measures ability to efficiently compare information and detect errors. The test taker is required to examine four pairs of numbers and select the set of numbers that are not identical.,Product Fact Sheet: https://service.shl.com/docs/Fact Sheet_Visual_Comparison.pdf
